Metaphor,Derived metaphor,Category,subcategory,Example,Source
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,Interactions,Each step involves multiple tumor-host interactions,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,Interactions,gag- or env-onc fusion products may serve to contribute to transforming potential by misdirecting an oncogene product to an improper cellular location,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,Interactions,"although separate functions have been assigned to these cell types, it is now clear that they interact in many ways and can regulate each others' activities",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,Interactions,forming a network of interacting antibodies,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",The whole problem of cancer and growth control is intimately bound up with agents acting from outside the cell an with responses of cells to them.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",This result could be based on the poorer communication of tumor cells with their environments and with neighboring cells,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",There thus must be sequential signals for initiations of groups of replicons. What these signals are and whether they are altered in any way in neoplastic cells is unknown.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",This inter-receptor communication represents another mechanism for regulation of cellular response patterns,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","In neoplastic cells the restriction point event in G1 is less dependent that in nontumor cells on external signals such as growth factors, nearby cells, or substratum",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","their functions relate to cell shape, spreading, and division, and possibly to the transmission of signals from the membrane into the cell",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","somehow they [growth factors] pass a signal through the cytoplasm to activate nuclear, DNA-related functions",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",This protein is a nonintegral tyrosine kinase that may play a role in signal transduction,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",the intricate processes by which cells communicate,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",This activates a process termed signal transduction whereby specific signals are transmitted throughout the cell to the nucleus,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",The oncogene may provide a constitutive signal that perhaps initiates a cascade of subordinate functions out of sync with the normal events.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",thus sending a continuous signal to the cell along the mitogenic pathway,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",The mechanism by which the normal p 21 product (expressed from the normal allele) and its intrinsic GTPase activity influence the signal transduction properties of the activated oncogene product is not yet understood,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",oncogenes can control expression of...and can alter their signaling pathways,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",receptors that function as transducers of the signal...,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",very little is known about the mechanism whereby the signal from the receptor is transduced into a specific biological response within the cell itself,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",Another possible mechanism of action of tumour promoters ... is the inhibition of intercellular communication (metabolic cooperation) between cells in culture,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",a relationship between reactive oxygen species and the inhibition of intercellular communication by promoting agents has been described,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",A polyadenylation signal is encoded in the DNA,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","The codons UAA, UAG and UGA are translation termination signals",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",second messengers,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","The balance of data currently suggests that protein growth factors probably function by acting on the membrane to produce and release ""second messenger"" into the cytoplasm",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",The nature of putative second messengers is obscure,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","Other candidates for second messengers are metal ions such as Ca2+, Mg2+, Na+, and K+",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",Insulin gene expression seems to be regulated via cellular second messengers,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers","There are, however, additional pathways, the so-called second messengers, that are also important in signal transduction",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",The RNA copy of DNA that is destined to form protein molecules is called messenger RNA (mRNA),Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",Synthesis of the message is initiated from a promoter region in the DNA,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS_LIVING_IN_A_SOCIETY,,,"Communication, signals and messengers",The 3' untranslated portion of the message,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,the formation of metastatic colonies,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"It [a metastatic tumour cell] must then enter the circulation, survive in the circulation, arrest at the distant vascular bed, extravasate into the organ interstitium and parenchyma, and multiply to initiate a metastatic colony",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,At the invasion front tumor cells also invade preestablished host blood vessels,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,An increased understanding of the mechanisms of tumor cell invasion may lead to the development of pharmacologic agents or strategies that block tumor cell invasion,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,The homing potential of cells is affacted by radiation,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,each clonal population had a metastatic colonisation potential (MCP),Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"To be able to complete this course, metastatic cells must have many special properties",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,the homing of lymphocytes to the specialised endothelium of lymph nodes,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Organisms responsible for bacteremia in profoundly neutropenic patients may be found colonizing various body sites before development of bacteremia,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,to suppress colonizing organisms,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,tumor cells penetrate the epithelial basement membrane and enter the underlying interstitial stroma,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Once the tumor cells enter the stroma they gain access to lymphatics and blood vessels for further dissemination,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"Fibrosarcomas and angiosarcomas ..., invade surrounding muscle basement membrane and destroy myocytes.",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Tumor cells must cross basement membranes to invade peripheral nerves ...,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Tumor cells must penetrate,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,tumor cells must migrate through,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"During the process of invasion, tumor cells must traverse these barriers to cross tissue boundaries",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,The actively invading tumor cells may merely respond to different regulatory signals than their noninvasive counterparts.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Cell motility is necessary for tumor cells to traverse many stages in the complex cascade of invasion.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,the tumor cell encounters .. when it penetrates ... and when it crosses ...,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,cells that immigrate from unirradiated adjacent areas,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"[Metastasis] is the process whereby tumour cells escape from the primary and spread to distant sites via the blood and/or lymphatic circulation, or by movement through coelomic spaces, evading or withstanding adverse conditions such as haemodynamic forces and immune attack and then colonise and grow in specific secondary organs.",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,This allows the tumor to penetrate into and impinge directly on bone substance,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,an increased escape of cancer cells in the blood stream,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"cancer cells in the dissemination phase are in a precarious situation. Their chance of survival, largely coinciding with their chances of escape from the circulation",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"The action of these substances might, in part, explain both the markedly invasive character and the metastatic property of malignang neoplastic cells.",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,these enzymes are produced in bacteria and are part of an elaborate restriction/modification system that protects the bacteria from invasion by foreign DNA,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,tumor invasion,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,neoplasms can be heterogeneous in their propensity to invade and metastasize,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Three-step theory of invasion,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Continued invasion of the matrix may take place by cyclic repetition of these three steps,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Tumor cell invasion requires crossing tissue compartment barriers such as basement membranes and interstitial connective tissues.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,the role of various breaks in natural barriers to infection ... The skin represents an important barrier,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,to avoid damage to body barriers,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"During the course of invasion, the same tumour cell mus interact with a variety of extracellular matrix proteins as it traverses each tissue barrier.",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,A crucial feature of spread consists in the fact that host territory is occupied through destruction,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"Invasion begins with transgression of the first border. In most instances, this step coincides with passage of the tumor across the first basement membrane. Continuing invasion often requires the crossing of more tissue borders and, possibly, of more basement membranes.",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,basement membrane barrier,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,cancer elements gain access,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"""Effectiveness of the Lymph Node as a Barrier to the Passage of Embolic Tumor Cells""",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,an imbalanced regulation of motility an proteolysis appears to be required for invasion and metastasis.,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,the regional lymph node does not function as a true mechanical barrier to tumor dissemination,Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,"The matrix determines tissue architecture, has important biologic functions, and is a mechanical barrier to invasion",Metaphors in medical texts
(TUMOUR)_CELLS_ARE_HUMAN_BEINGS,TUMOUR_CELLS_INVADE_AND_COLONIZE,,Colonization and invasion,Both of these barriers have various collagen types that compose the structural scaffolding upon which other matrix components such as ... are assembled.,Metaphors in medical texts
