Column,Question,HumanCounts,GoldStandard,LLMAnswer,Result,IsCorrect
"QID192 - Does this sentence contain a metaphor?
Sentence: ""I tried to gather as much information as possible.""","Does this sentence contain a metaphor?
Sentence: ""I tried to gather as much information as possible.""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID194 - Does this sentence contain a metaphor?
Sentence: ""This protein is a nonintegral tyrosine kinase that may play a role in signal transduction""","Does this sentence contain a metaphor?
Sentence: ""This protein is a nonintegral tyrosine kinase that may play a role in signal transduction""",{'no': 3},no,no,LLM matches the gold standard.,True
"QID196 - Does this sentence contain a metaphor?
Sentence: ""the new DNA molecules, each consisting of a parent strand and ..., are partitioned to each daughter cell""","Does this sentence contain a metaphor?
Sentence: ""the new DNA molecules, each consisting of a parent strand and ..., are partitioned to each daughter cell""",{'yes': 3},yes,no,LLM does NOT match the gold standard.,False
"QID198 - Does this sentence contain a metaphor?
Sentence: ""DNA is the target of agents that control cell growth by interactions that ultimately modify gene functions""","Does this sentence contain a metaphor?
Sentence: ""DNA is the target of agents that control cell growth by interactions that ultimately modify gene functions""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID200 - Does this sentence contain a metaphor?
Sentence: ""Although it would be important to distinguish between agents that induce neoplasms by direct action on the cells that become neoplastic and those that produce neoplasia by indirect actions in the animal as a whole, at present it is seldom possible to do so.""","Does this sentence contain a metaphor?
Sentence: ""Although it would be important to distinguish between agents that induce neoplasms by direct action on the cells that become neoplastic and those that produce neoplasia by indirect actions in the animal as a whole, at present it is seldom possible to do so.""","{'no': 1, 'yes': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID202 - Does this sentence contain a metaphor?
Sentence: ""Today, fear of dying, anxiety, depression, anger, panic attacks, insomnia and survivor's guilt - all known to affect survivors of natural disasters and war - have emerged as common symptoms""","Does this sentence contain a metaphor?
Sentence: ""Today, fear of dying, anxiety, depression, anger, panic attacks, insomnia and survivor's guilt - all known to affect survivors of natural disasters and war - have emerged as common symptoms""","{'yes': 2, 'no': 1}",yes,**no**,LLM does NOT match the gold standard.,False
"QID204 - Does this sentence contain a metaphor?
Sentence: ""It was ... I just ... I learned my strength.""","Does this sentence contain a metaphor?
Sentence: ""It was ... I just ... I learned my strength.""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID208 - Does this sentence contain a metaphor?
Sentence: ""Going through cancer changes you.""","Does this sentence contain a metaphor?
Sentence: ""Going through cancer changes you.""",{'yes': 1},yes,no,LLM does NOT match the gold standard.,False
"QID210 - Does this sentence contain a metaphor?
Sentence: ""tissues composed of cells that have become independent to some degree of the normal growth-controlling forces of the host""","Does this sentence contain a metaphor?
Sentence: ""tissues composed of cells that have become independent to some degree of the normal growth-controlling forces of the host""",{'yes': 1},yes,**no**,LLM does NOT match the gold standard.,False
"QID212 - Does this sentence contain a metaphor?
Sentence: ""cell subpopulations that have successfully passed through the selective process of premestatic spread""","Does this sentence contain a metaphor?
Sentence: ""cell subpopulations that have successfully passed through the selective process of premestatic spread""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID214 - Does this sentence contain a metaphor?
Sentence: ""DNA is copied into RNA in a process called transcription, and the RNA is then used as a template for protein synthesis in a process called translation.""","Does this sentence contain a metaphor?
Sentence: ""DNA is copied into RNA in a process called transcription, and the RNA is then used as a template for protein synthesis in a process called translation.""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID216 - Does this sentence contain a metaphor?
Sentence: ""Antenatal depression and anxiety robbed me of my first pregnancy""","Does this sentence contain a metaphor?
Sentence: ""Antenatal depression and anxiety robbed me of my first pregnancy""",{'no': 1},no,**yes**,LLM does NOT match the gold standard.,False
"QID218 - Does this sentence contain a metaphor?
Sentence: ""The body is constantly defending against attacks from pathogens""","Does this sentence contain a metaphor?
Sentence: ""The body is constantly defending against attacks from pathogens""",{'yes': 1},yes,**yes**,LLM does NOT match the gold standard.,False
"QID220 - Does this sentence contain a metaphor?
Sentence: ""General themes are emerging that yeld new strategies for prognosis and therapy of human metastatic cancer""","Does this sentence contain a metaphor?
Sentence: ""General themes are emerging that yeld new strategies for prognosis and therapy of human metastatic cancer""",{'no': 1},no,no,LLM matches the gold standard.,True
"QID222 - Does this sentence contain a metaphor?
Sentence: ""When cells are irradiated, lethal damage can occur, or the damage may be modified and not lead irrevocably to cell death""","Does this sentence contain a metaphor?
Sentence: ""When cells are irradiated, lethal damage can occur, or the damage may be modified and not lead irrevocably to cell death""","{'yes': 1, 'no': 1}",Tie,**no**,Tie among humans; accepted.,True
"QID224 - Does this sentence contain a metaphor?
Sentence: ""thus sending a continuous signal to the cell along the mitogenic pathway""","Does this sentence contain a metaphor?
Sentence: ""thus sending a continuous signal to the cell along the mitogenic pathway""",{'yes': 2},yes,no,LLM does NOT match the gold standard.,False
"QID226 - Does this sentence contain a metaphor?
Sentence: ""The first approach consists in bolstering host defense mechanisms by vaccination""","Does this sentence contain a metaphor?
Sentence: ""The first approach consists in bolstering host defense mechanisms by vaccination""",{'yes': 3},yes,no,LLM does NOT match the gold standard.,False
"QID228 - Does this sentence contain a metaphor?
Sentence: ""The disease was an aggressive opponent that I had to fight.""","Does this sentence contain a metaphor?
Sentence: ""The disease was an aggressive opponent that I had to fight.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID230 - Does this sentence contain a metaphor?
Sentence: ""I definitely think that you should get genetic counselling and test as soon as possible. It will give you a lot of peace of mind and knowledge. I don’t mean to quote from ‘Schoolhouse Rock,’ but ‘Knowledge IS power!’ However, I do believe you are taking the right steps anyway! Ovarian cancer is nothing to mess around with and it sounds like it’s just rampant in your family. I am BRCA1 positive and was diagnosed with breast cancer in April. I’ll be getting a preventative hysterectomy later this year as well and I have the same fears as you do: that I’ll end up being some sweaty, angry, crazy person that my son doesn’t want to be around. But from what I have read, while there is an adjustment period, it does get better and they may be able to put you on some low-dose hormone therapy for a little while if necessary to get you over the worst of it.""","Does this sentence contain a metaphor?
Sentence: ""I definitely think that you should get genetic counselling and test as soon as possible. It will give you a lot of peace of mind and knowledge. I don’t mean to quote from ‘Schoolhouse Rock,’ but ‘Knowledge IS power!’ However, I do believe you are taking the right steps anyway! Ovarian cancer is nothing to mess around with and it sounds like it’s just rampant in your family. I am BRCA1 positive and was diagnosed with breast cancer in April. I’ll be getting a preventative hysterectomy later this year as well and I have the same fears as you do: that I’ll end up being some sweaty, angry, crazy person that my son doesn’t want to be around. But from what I have read, while there is an adjustment period, it does get better and they may be able to put you on some low-dose hormone therapy for a little while if necessary to get you over the worst of it.""",{'yes': 2},yes,**yes**,LLM does NOT match the gold standard.,False
"QID232 - Does this sentence contain a metaphor?
Sentence: ""The RNA copy of DNA that is destined to form protein molecules is called messenger RNA (mRNA)""","Does this sentence contain a metaphor?
Sentence: ""The RNA copy of DNA that is destined to form protein molecules is called messenger RNA (mRNA)""",{'no': 1},no,no,LLM matches the gold standard.,True
